correct;1;209
cottage;1;210
counting;1;211
course;1;212
cows;1;213
Crabalocker;1;214
cracker;1;215
cracks;1;216
crash;1;217
crave;1;218
crawled;1;219
crawling;1;220
creek;1;221
creeping;1;222
creeps;1;223
critize;1;224
cross;1;225
cruel;1;226
Cuesto;1;227
cummin;1;228
Cupid;1;229
curse;1;230
custard;1;231
customer;1;232
cut;1;233
cutie;1;234
cuts;1;235
D;1;236
D'y'know;1;237
D.J;1;238
Daily;1;239
daisies;1;240
daisy;1;241
Dakota;1;242
damn;1;243
Dan;1;244
dances;1;245
Daniel;1;246
dann;1;247
Danny;1;248
daran;1;249
dare;1;250
daring;1;251
darlin;1;252
darn;1;253
darning;1;254
dart;1;255
Dave;1;256
dawning;1;257
Daylight;1;258
decide;1;259
defelice;1;260
Deliver;1;261
demonstrate;1;262
den;1;263
denied;1;264
denkt;1;265
deny;1;266
department;1;267
desire;1;268
determined;1;269
dew;1;270
Diamant;1;271
dies;1;272
digging;1;273
diller;1;274
Dina;1;275
disconnect;1;276
discovered;1;277
discreetly;1;278
disease;1;279
distance;1;280
diverted;1;281
divine;1;282
DJ;1;283
dock;1;284
dog's;1;285
dollar;1;286
donated;1;287
dont;1;288
Doris;1;289
dose;1;290
doubted;1;291
dough;1;292
dove-tail;1;293
doving;1;294
down-stream;1;295
Dragged;1;296
drank;1;297
draw;1;298
dreadful;1;299
dreamin;1;300
drehtest;1;301
dress;1;302
dressing;1;303
drew;1;304
drift;1;305
drifting;1;306
drinkin;1;307
Drinking;1;308
dripping;1;309
drivers;1;310
drop;1;311
Drove;1;312
drumming;1;313
duchess;1;314
ducked;1;315
duke;1;316
dungeries;1;317
Dylan's;1;318
eagle;1;319
earn;1;320
earned;1;321
Edgar;1;322
Edison;1;323
Eiffel;1;324
ein;1;325
einer;1;326
electric;1;327
Elementary;1;328
elephant;1;329
elephants;1;330
endear;1;331
ending;1;332
endless;1;333
engaged;1;334
engine;1;335
enjoyed;1;336
Entschuldigst;1;337
equal;1;338
equipped;1;339
es;1;340
escaping;1;341
evergreens;1;342
evermore;1;343
everyday;1;344
Everything's;1;345
excited;1;346
existence;1;347
expect;1;348
Expert;1;349
F;1;350
faces;1;351
fade;1;352
faded;1;353
fading;1;354
failed;1;355
fair;1;356
famous;1;357
fanclub;1;358
Fanques'fair;1;359
fare;1;360
farm;1;361
fashion;1;362
faster;1;363
fate;1;364
favorite;1;365
FBI;1;366
fears;1;367
feats;1;368
featuring;1;369
fed;1;370
fee;1;371
feelin;1;372
Fella's;1;373
ferdy;1;374
fiddle;1;375
field;1;376
fierce;1;377
fifteen;1;378
filter;1;379
finds;1;380
fireside;1;381
fish;1;382
fishwife;1;383
flattop;1;384
Flew;1;385
flight;1;386
flip;1;387
flirt;1;388
floor;1;389
flown;1;390
fly--a;1;391
flying;1;392
fog;1;393
fold;1;394
foolish;1;395
football;1;396
for-a;1;397
forgive;1;398
forgotten;1;399
forks;1;400
form;1;401
fountain;1;402
fractured;1;403
framed;1;404
France;1;405
frantic;1;406
freak;1;407
freely;1;408
freu'n;1;409
fro;1;410
frog;1;411
fruit;1;412
frying;1;413
fudge;1;414
fusses;1;415
G;1;416
gain;1;417
gallery;1;418
games;1;419
gang;1;420
gar;1;421
garters;1;422
Gather;1;423
Gee;1;424
George;1;425
Georgia's;1;426
Georgie;1;427
gesehen;1;428
Gestern;1;429
getan;1;430
getter;1;431
ghost;1;432
Gibraltar;1;433
Gideon;1;434
girl's;1;435
girlfriend;1;436
git;1;437
givin;1;438
glaubst;1;439
Glimmering;1;440
glow;1;441
goddamn;1;442
good-bye;1;443
good-night;1;444
goodlooking;1;445
goosepimples;1;446
gown;1;447
grab;1;448
grabbed;1;449
grade;1;450
Grandchildren;1;451
grave;1;452
greet;1;453
greetings;1;454
grinning;1;455
group;1;456
grown;1;457
grumbles;1;458
gum;1;459
gumboot;1;460
gunny;1;461
Gurus;1;462
hab;1;463
haired;1;464
hairy;1;465
Hall;1;466
handing;1;467
handkerchief;1;468
handy;1;469
hardly;1;470
Hare;1;471
hast;1;472
haste;1;473
hates;1;474
haunt;1;475
haze;1;476
Heading;1;477
heads;1;478
Hearing;1;479
hears;1;480
Heath;1;481
hebo;1;482
heeled;1;483
heh;1;484
Helping;1;485
Henry;1;486
hide-a-way;1;487
high-heel;1;488
highway;1;489
hills;1;490
hilt;1;491
Hilton;1;492
hips;1;493
hobnail;1;494
hoe;1;495
hog;1;496
hogshead;1;497
holds;1;498
holiday;1;499
Holland;1;500
Hollywood;1;501
holy;1;502
homedrops;1;503
Honeymooning;1;504
hooked;1;505
hoop;1;506
hoops;1;507
hoped;1;508
horizon;1;509
horses;1;510
hot;1;511
hourglass;1;512
how's;1;513
hug;1;514
hula;1;515
hunting;1;516
hurrican;1;517
husband;1;518
I'mm;1;519
I-I-I;1;520
ignorance;1;521
illusion;1;522
Images;1;523
imagination;1;524
imperfect;1;525
impression;1;526
imprisoned;1;527
inciting;1;528
incredibly;1;529
indeed;1;530
independence;1;531
innocence;1;532
inquire;1;533
insecure;1;534
inspiration;1;535
instrument;1;536
inverted;1;537
investigation;1;538
invitations;1;539
invites;1;540
inviting;1;541
iron;1;542
it'll;1;543
J;1;544
Jack-knife;1;545
jackboots;1;546
jammed;1;547
Jay;1;548
jazz;1;549
jetzt;1;550
jewellers;1;551
Jo;1;552
Jobber;1;553
jockey;1;554
Joe;1;555
Joes;1;556
join;1;557
joke;1;558
jokey;1;559
joo-joo;1;560
joob;1;561
jukebox;1;562
jukebox's;1;563
jungle;1;564
junk;1;565
kicking;1;566
kid;1;567
killer;1;568
kilt;1;569
Kindly;1;570
kindness;1;571
Kirkcaldy;1;572
knickers;1;573
knit;1;574
knives;1;575
knocks;1;576
kow;1;577
Krishna;1;578
L.A;1;579
lace;1;580
lacking;1;581
lagoon;1;582
lame;1;583
Lancashire;1;584
lark;1;585
lastly;1;586
lasts;1;587
latches;1;588
laughs;1;589
laundramat;1;590
leader;1;591
leading;1;592
Lear;1;593
learning;1;594
learnt;1;595
legend;1;596
leisure;1;597
lemonade;1;598
Lends;1;599
letters;1;600
licks;1;601
life-time;1;602
lifetime;1;603
Lifting;1;604
lighten;1;605
lightning;1;606
likes;1;607
Lill;1;608
Lime;1;609
Limitless;1;610
limousine;1;611
line's;1;612
linger;1;613
lingers;1;614
lip;1;615
lipstick;1;616
liquor;1;617
listens;1;618
lit;1;619
lizard;1;620
location;1;621
lock;1;622
London;1;623
loner;1;624
loose;1;625
Lords;1;626
lorry;1;627
losing;1;628
lotta;1;629
Louisiana;1;630
low-neck;1;631
loww;1;632
luck;1;633
lumps;1;634
ma'am;1;635
Madam;1;636
madly;1;637
Magill;1;638
majoring;1;639
makee;1;640
mama's;1;641
mambo;1;642
mammie;1;643
Mandalay;1;644
maniacal;1;645
mantelshelf;1;646
Marigold;1;647
marmalade;1;648
marshmallow;1;649
Martin;1;650
Marval;1;651
marvellous;1;652
mask;1;653
match;1;654
Matt;1;655
mattered;1;656
Max;1;657
meander;1;658
meaningless;1;659
mearly;1;660
medicine;1;661
melody;1;662
melting;1;663
mem'ries;1;664
mercy;1;665
Messers;1;666
mever;1;667
Mexican;1;668
mi-mi-ind;1;669
Miami;1;670
mich;1;671
mighty;1;672
mile;1;673
military;1;674
mirrors;1;675
misled;1;676
misplace;1;677
Missed;1;678
misses;1;679
Mississippi;1;680
mist;1;681
Misunderstanding;1;682
misunderstood;1;683
mo;1;684
modern;1;685
mojo;1;686
moments;1;687
Monday's;1;688
money's;1;689
mornin;1;690
Moscow;1;691
motor;1;692
motorcar;1;693
mountain;1;694
mountains;1;695
mourn;1;696
moutain;1;697
moved;1;698
movement;1;699
moves;1;700
moving;1;701
much-a-FADE;1;702
muddy;1;703
multicolored;1;704
Mundo;1;705
musst;1;706
Mustard;1;707
Nancy;1;708
need's;1;709
negotiations;1;710
neighborhood;1;711
neighbors;1;712
ner;1;713
nerve;1;714
nervous;1;715
Newspaper;1;716
nie;1;717
nights;1;718
nighttime;1;719
nimmst;1;720
nobbody;1;721
noch;1;722
noise;1;723
nose;1;724
novel;1;725
nun;1;726
nurse;1;727
ob-la-di-bla-da;1;728
objection's;1;729
obrigado;1;730
obscene;1;731
oceanchild;1;732
oil;1;733
omit;1;734
ona;1;735
Ono;1;736
oooohhh;1;737
opaque;1;738
orange;1;739
orphan's;1;740
ot;1;741
others;1;742
Oughta;1;743
ours;1;744
overcome;1;745
overruled;1;746
overtime;1;747
owned;1;748
P.C;1;749
Pablo;1;750
pages;1;751
paid;1;752
pan;1;753
pancake;1;754
pane;1;755
papers;1;756
paramucho;1;757
pararazzi;1;758
parasol;1;759
parking;1;760
parlor;1;761
parted;1;762
partners;1;763
passed;1;764
Patagonian;1;765
pataphysical;1;766
patiently;1;767
Paul;1;768
peaked;1;769
peanuts;1;770
peep;1;771
penguin;1;772
pennies;1;773
Pepper;1;774
per;1;775
perform;1;776
Perkins;1;777
perverted;1;778
photograph;1;779
photographs;1;780
Picking;1;781
piece;1;782
pilchards;1;783
pillow;1;784
Pink;1;785
placed;1;786
plain;1;787
planned;1;788
plasticine;1;789
playin;1;790
playroom;1;791
pleas;1;792
pleasing;1;793
plenty;1;794
pneumonia;1;795
pocket;1;796
Poe;1;797
police;1;798
pool;1;799
Pools;1;800
poop;1;801
poppies;1;802
pornographic;1;803
porters;1;804
portrait;1;805
position;1;806
Possessing;1;807
possessions;1;808
postcard;1;809
postcards;1;810
potatoe;1;811
pound;1;812
powder's;1;813
Prairie;1;814
Prairies;1;815
precisely;1;816
preparation;1;817
press;1;818
Priestess;1;819
prized;1;820
problems;1;821
proceeded;1;822
promises;1;823
prospects;1;824
Protected;1;825
proud;1;826
prove;1;827
public;1;828
puppy;1;829
putting;1;830
Quando;1;831
quarter;1;832
que;1;833
queue;1;834
Quietly;1;835
quizzical;1;836
race;1;837
Railman;1;838
railroad;1;839
rains;1;840
rainy;1;841
raise;1;842
Raleigh;1;843
reach;1;844
reasons;1;845
rectify;1;846
reelings;1;847
refrain;1;848
rehearsal;1;849
reject;1;850
relax;1;851
remain;1;852
replacing;1;853
reservation;1;854
resign;1;855
Resting;1;856
restless;1;857
resvation;1;858
returned;1;859
review;1;860
revival;1;861
ribbon;1;862
rice;1;863
ridge;1;864
rights;1;865
Ringo;1;866
risin;1;867
risk;1;868
river;1;869
roam;1;870
rob;1;871
robbin;1;872
robbing;1;873
rocker;1;874
Rocky's;1;875
roller;1;876
roller-coaster;1;877
Rose;1;878
rotten;1;879
roundabout;1;880
rug;1;881
ruin;1;882
ruins;1;883
runs;1;884
rushes;1;885
Sacrificed;1;886
safe;1;887
said...woof;1;888
Salesman;1;889
saloon;1;890
sang;1;891
sat;1;892
satisfaction;1;893
sats;1;894
sax;1;895
Saxon;1;896
Scarlet;1;897
schemes;1;898
schuld;1;899
science;1;900
scold;1;901
scratch;1;902
screaming;1;903
screw;1;904
scrimp;1;905
seance;1;906
search;1;907
searchin;1;908
seashell;1;909
seat;1;910
seconds;1;911
seeing;1;912
Seine;1;913
selling;1;914
Semoline;1;915
sets;1;916
setting;1;917
settle;1;918
sewed;1;919
shades;1;920
shadow;1;921
shady;1;922
shall;1;923
sharp;1;924
she'd;1;925
Shears;1;926
shelter;1;927
shimmering;1;928
shoe;1;929
shoeshine;1;930
shoulders;1;931
shouts;1;932
showdown;1;933
showed;1;934
showing;1;935
shown;1;936
sideboard;1;937
Sikh;1;938
silent;1;939
Silently;1;940
sincerely;1;941
singer's;1;942
sings;1;943
sinking;1;944
sins;1;945
sip;1;946
sippin;1;947
sits;1;948
Sittin;1;949
situation;1;950
slaggers;1;951
Slander;1;952
Slap;1;953
sleepy;1;954
slept;1;955
slipping;1;956
slither;1;957
Slumbers;1;958
smiled;1;959
smiling;1;960
smoke;1;961
smokers;1;962
Snap;1;963
snied;1;964
snores;1;965
snow;1;966
soap;1;967
sofa;1;968
sold;1;969
solitude;1;970
someday-i-ay;1;971
someone's;1;972
somersets;1;973
sooner;1;974
soooo;1;975
soothing;1;976
Sounds;1;977
sour;1;978
Southampton;1;979
space;1;980
spaghetti;1;981
Spain;1;982
spaniel;1;983
speed;1;984
Spending;1;985
spinal;1;986
spinnin;1;987
spitting;1;988
splendid;1;989
split;1;990
splitting;1;991
spoke;1;992
spoon;1;993
sporting;1;994
squeeze;1;995
squeezing;1;996
stairs;1;997
starched;1;998
stared;1;999
staring;1;1000
Stating;1;1001
Staying;1;1002
stealing;1;1003
stick;1;1004
stinking;1;1005
stirring;1;1006
stockings;1;1007
stoney;1;1008
stood;1;1009
stopped;1;1010
store;1;1011
stores;1;1012
storm;1;1013
string;1;1014
strings;1;1015
stroll;1;1016
strolling;1;1017
struggled;1;1018
studied;1;1019
Stumble;1;1020
stuttered;1;1021
sty;1;1022
styes;1;1023
submarines;1;1024
succeed;1;1025
success;1;1026
sucks;1;1027
sugar;1;1028
suicide;1;1029
suitcase;1;1030
Sundays;1;1031
sung;1;1032
sunken;1;1033
Sunrise;1;1034
suns;1;1035
supposed;1;1036
surely;1;1037
Swaying;1;1038
sweat;1;1039
sweaty;1;1040
sweeping;1;1041
sweetly;1;1042
swim;1;1043
swingin;1;1044
swinging;1;1045
sympathize;1;1046
symphony;1;1047
ta;1;1048
tacks;1;1049
tales;1;1050
talked;1;1051
tan;1;1052
tango;1;1053
tanta;1;1054
tantalize;1;1055
tap;1;1056
tart;1;1057
tasks;1;1058
taxis;1;1059
team;1;1060
tease;1;1061
teeshirt;1;1062
temperature;1;1063
temperature's;1;1064
test-tube;1;1065
testimonial;1;1066
texpert;1;1067
thankful;1;1068
there'd;1;1069
Theres;1;1070
theskirts;1;1071
thirty-one;1;1072
Tho;1;1073
thoughtless;1;1074
thoughtlessly;1;1075
Thoughts;1;1076
thrilling;1;1077
throat;1;1078
Throw;1;1079
throws;1;1080
thumb;1;1081
Thursday;1;1082
tide;1;1083
tides;1;1084
tie;1;1085
ties;1;1086
timed;1;1087
tires;1;1088
toast;1;1089
toe;1;1090
toe-jam;1;1091
toes;1;1092
tomboy;1;1093
topping;1;1094
touched;1;1095
tow;1;1096
Tower;1;1097
Towering;1;1098
toys;1;1099
track;1;1100
tracks;1;1101
trade;1;1102
tragic;1;1103
trampoline;1;1104
travelled;1;1105
travelling;1;1106
tray;1;1107
treats;1;1108
trend;1;1109
trickled;1;1110
tricks;1;1111
trigger;1;1112
trim;1;1113
trivialities;1;1114
trolley;1;1115
truest;1;1116
Tucson;1;1117
Tuesdays;1;1118
tulips;1;1119
Tuned;1;1120
turnstile;1;1121
turtle;1;1122
Ukraine;1;1123
um;1;1124
underfed;1;1125
undertake;1;1126
undying;1;1127
unfold;1;1128
unpack;1;1129
unpleasant;1;1130
upstairs;1;1131
uptown;1;1132
using;1;1133
Valentine;1;1134
Valerie;1;1135
van;1;1136
vanish;1;1137
ve;1;1138
velvet;1;1139
Vera;1;1140
Verstand;1;1141
verstehen;1;1142
verzeiht;1;1143
vest;1;1144
Vienna;1;1145
voice;1;1146
void;1;1147
wah;1;1148
Wah-hoo;1;1149
wail;1;1150
wakes;1;1151
walkin;1;1152
walks;1;1153
Wallflowers;1;1154
Walter;1;1155
waltz;1;1156
warnin;1;1157
warst;1;1158
warum;1;1159
washed;1;1160
watched;1;1161
waters;1;1162
wave;1;1163
weapons;1;1164
weather;1;1165
weaving;1;1166
wedding;1;1167
Wedn'sday;1;1168
weeds;1;1169
weeks;1;1170
weh;1;1171
weigh;1;1172
welcome;1;1173
wet;1;1174
whacking;1;1175
what're;1;1176
whim;1;1177
who'd;1;1178
Who'll;1;1179
Whoa-oh;1;1180
Whoo;1;1181
wicked;1;1182
wid;1;1183
wie;1;1184
wiggles;1;1185
Wight;1;1186
Wigwam;1;1187
Wilson;1;1188
windows;1;1189
wing;1;1190
winging;1;1191
winks;1;1192
winter;1;1193
wiping;1;1194
wire;1;1195
wives;1;1196
Woah;1;1197
woman's;1;1198
women;1;1199
woods;1;1200
woos;1;1201
worries;1;1202
worrying;1;1203
worse;1;1204
Wowu-wa;1;1205
writ;1;1206
wu;1;1207
wusste;1;1208
yay;1;1209
Yeti;1;1210
Yokohama;1;1211
zapped;1;1212
a-clappin;2;1213
a-falling;2;1214
a-movin;2;1215
a-poppin;2;1216
Aaahhh;2;1217
aches;2;1218
adore;2;1219
affection;2;1220
African;2;1221
ahead;2;1222
air;2;1223
Alan;2;1224
allein;2;1225
almost;2;1226
amore;2;1227
anybody's;2;1228
anyhow;2;1229
Apologize;2;1230
Armen;2;1231
arrive;2;1232
arrow;2;1233
assured;2;1234
Aunt;2;1235
away-ay-hay;2;1236
awoke;2;1237
ball;2;1238
bath;2;1239
becomes;2;1240
begged;2;1241
beggin;2;1242
bei;2;1243
belongs;2;1244
below;2;1245
Bible;2;1246
bicycles;2;1247
biggest;2;1248
bin;2;1249
bist;2;1250
blew;2;1251
blows;2;1252
books;2;1253
boom;2;1254
borrow;2;1255
Boston;2;1256
both;2;1257
bought;2;1258
bra;2;1259
bridge;2;1260
bringing;2;1261
built;2;1262
bundle;2;1263
cake;2;1264
card;2;1265
Carol;2;1266
carrying;2;1267
Carve;2;1268
case;2;1269
ceiling;2;1270
celebrate;2;1271
chair;2;1272
chairman;2;1273
Chan;2;1274
chances;2;1275
Charlie;2;1276
chasing;2;1277
checked;2;1278
Chop;2;1279
chords;2;1280
church;2;1281
class;2;1282
clear;2;1283
closed;2;1284
cluster;2;1285
Clutching;2;1286
comfort;2;1287
comin;2;1288
command;2;1289
commercial;2;1290
complaining;2;1291
constitution;2;1292
contribution;2;1293
Cooking;2;1294
couple;2;1295
creatures;2;1296
creep;2;1297
cries;2;1298
crime;2;1299
danced;2;1300
danger;2;1301
darkness;2;1302
Das;2;1303
date;2;1304
dates;2;1305
daughter;2;1306
dawn;2;1307
deeper;2;1308
deinen;2;1309
delay;2;1310
Denn;2;1311
deserve;2;1312
dessert;2;1313
destruction;2;1314
difference;2;1315
dime;2;1316
dinner;2;1317
Disagree;2;1318
disappearing;2;1319
disappointment;2;1320
Doc;2;1321
doors;2;1322
downstairs;2;1323
driver;2;1324
Drummon;2;1325
dry;2;1326
duck;2;1327
E;2;1328
Eating;2;1329
Eleanor;2;1330
er;2;1331
especially;2;1332
eternally;2;1333
ev;2;1334
ev'ryone;2;1335
evolution;2;1336
eyeball;2;1337
farther;2;1338
fight;2;1339
film;2;1340
fingers;2;1341
fingertips;2;1342
fireman;2;1343
flame;2;1344
Floating;2;1345
flow;2;1346
flowing;2;1347
folks;2;1348
footsteps;2;1349
fragrant;2;1350
Frisco;2;1351
froh;2;1352
front;2;1353
frown;2;1354
full;2;1355
fuse;2;1356
fussing;2;1357
gas;2;1358
Gideon's;2;1359
gin;2;1360
ginger;2;1361
glimpse;2;1362
good-looking;2;1363
goodbyes;2;1364
Grass;2;1365
greatest;2;1366
grin;2;1367
grooving;2;1368
growing;2;1369
Gunn;2;1370
guys;2;1371
habit;2;1372
handlebars;2;1373
hang;2;1374
happen;2;1375
happens;2;1376
harmony;2;1377
hat;2;1378
Health;2;1379
heat;2;1380
heavy;2;1381
heba;2;1382
heels;2;1383
helps;2;1384
Hendersons;2;1385
herself;2;1386
higher;2;1387
himself;2;1388
homing;2;1389
Horse;2;1390
hugs;2;1391
hung;2;1392
hurting;2;1393
Imagine;2;1394
imagined;2;1395
imitate;2;1396
insane;2;1397
institution;2;1398
introduce;2;1399
invitation;2;1400
isle;2;1401
jar;2;1402
jealous;2;1403
jeans;2;1404
Joan;2;1405
John;2;1406
joker;2;1407
Jones;2;1408
judge;2;1409
jumping;2;1410
Junior's;2;1411
kaleidoscope;2;1412
keys;2;1413
kick;2;1414
kids;2;1415
Lala;2;1416
lamb;2;1417
latest;2;1418
laughing;2;1419
laughter;2;1420
layed;2;1421
leads;2;1422
learned;2;1423
learns;2;1424
legs;2;1425
life's;2;1426
lights;2;1427
listening;2;1428
Liverpool;2;1429
lone;2;1430
loneliest;2;1431
lots;2;1432
Louis;2;1433
lovers;2;1434
mac;2;1435
Mae;2;1436
Maggie;2;1437
magic;2;1438
Mail;2;1439
Mao;2;1440
McKenzie;2;1441
meadows;2;1442
meaning;2;1443
memories;2;1444
mending;2;1445
message;2;1446
mi;2;1447
mill;2;1448
mind's;2;1449
minds;2;1450
mistake;2;1451
mmmmmm;2;1452
mom;2;1453
Mongolian;2;1454
montelimar;2;1455
most;2;1456
moths;2;1457
Motorcars;2;1458
Mr.Dog;2;1459
nasty;2;1460
naughty;2;1461
newspapers;2;1462
Nine-o;2;1463
No-one's;2;1464
none;2;1465
Northern;2;1466
Norwegian;2;1467
note;2;1468
noticed;2;1469
okay;2;1470
Oscar;2;1471
ourselves;2;1472
pans;2;1473
pappie;2;1474
Parachutes;2;1475
Paris;2;1476
partner;2;1477
peaches;2;1478
penetrate;2;1479
perfection;2;1480
perfectly;2;1481
performs;2;1482
Philadelphia;2;1483
Picture;2;1484
piercing;2;1485
pies;2;1486
piggie;2;1487
pigs;2;1488
pineapple;2;1489
places;2;1490
plainly;2;1491
plan;2;1492
plane;2;1493
played;2;1494
pleasure;2;1495
pony;2;1496
pots;2;1497
pouring;2;1498
production;2;1499
Prr;2;1500
quit;2;1501
radiate;2;1502
raincoats;2;1503
records;2;1504
refuse;2;1505
regret;2;1506
repeat;2;1507
returning;2;1508
revolution;2;1509
Rigby;2;1510
rise;2;1511
rising;2;1512
rival;2;1513
rivers;2;1514
rope;2;1515
roses;2;1516
rule;2;1517
Saint;2;1518
sake;2;1519
Sally;2;1520
satisfy;2;1521
Saturday;2;1522
saved;2;1523
Saving;2;1524
screen;2;1525
seemed;2;1526
self;2;1527
sending;2;1528
Sergeant;2;1529
sermon;2;1530
Shaves;2;1531
ship;2;1532
shirts;2;1533
shook;2;1534
shoot;2;1535
sided;2;1536
Simon;2;1537
sin;2;1538
sincere;2;1539
Sir;2;1540
skin;2;1541
Skip;2;1542
sleeps;2;1543
slide;2;1544
sling;2;1545
Smith;2;1546
socks;2;1547
solid;2;1548
solltest;2;1549
solo;2;1550
solution;2;1551
somewhere;2;1552
sonebody;2;1553
Sonny;2;1554
spell;2;1555
started;2;1556
state;2;1557
steady;2;1558
stepping;2;1559
stone;2;1560
strange;2;1561
streets;2;1562
stretches;2;1563
stupid;2;1564
suicidal;2;1565
suppose;2;1566
sway;2;1567
sweater;2;1568
sweetheart;2;1569
syndicate;2;1570
tastes;2;1571
taught;2;1572
Tchaikovsky;2;1573
teacher;2;1574
teachers;2;1575
teaser;2;1576
tel;2;1577
tenderly;2;1578
tent;2;1579
Texas;2;1580
thanks;2;1581
themselves;2;1582
they've;2;1583
tied;2;1584
tiger;2;1585
train;2;1586
traveling;2;1587
travels;2;1588
Treasure;2;1589
treating;2;1590
tries;2;1591
trip;2;1592
truth;2;1593
tryin;2;1594
tune;2;1595
twelve;2;1596
twenty;2;1597
ugly;2;1598
understood;2;1599
unfair;2;1600
unhappy;2;1601
Unless;2;1602
unwise;2;1603
useless;2;1604
vain;2;1605
Waits;2;1606
warning;2;1607
wasn't;2;1608
wasting;2;1609
water;2;1610
waving;2;1611
weak;2;1612
wears;2;1613
weather's;2;1614
Wednesday;2;1615
weight;2;1616
West;2;1617
what'd;2;1618
Whispering;2;1619
winding;2;1620
winds;2;1621
windy;2;1622
wink;2;1623
Wipe;2;1624
Wishing;2;1625
Woke;2;1626
wonders;2;1627
Woo;2;1628
woof;2;1629
wore;2;1630
worked;2;1631
worm;2;1632
yawning;2;1633
‰_‰´rything;2;1634
‰_‰´s;2;1635
a-trying;3;1636
a-way;3;1637
afraid;3;1638
agree;3;1639
Although;3;1640
Anna;3;1641
apple;3;1642
appreciate;3;1643
arriving;3;1644
bags;3;1645
banker;3;1646
barber;3;1647
beautiful;3;1648
beg;3;1649
behave;3;1650
believing;3;1651
beyond;3;1652
bigger;3;1653
birds;3;1654
bliss;3;1655
bloody;3;1656
bound;3;1657
burn;3;1658
cannot;3;1659
cast;3;1660
cat;3;1661
changing;3;1662
check;3;1663
cheek;3;1664
clean;3;1665
cloud;3;1666
clue;3;1667
coffee;3;1668
contend;3;1669
corner;3;1670
cover;3;1671
cute;3;1672
dad;3;1673
daddy's;3;1674
Dearest;3;1675
desert;3;1676
diamonds;3;1677
different;3;1678
direction;3;1679
disappear;3;1680
distant;3;1681
doch;3;1682
doubt;3;1683
dresses;3;1684
dwell;3;1685
ear;3;1686
ease;3;1687
eggmen;3;1688
Einmal;3;1689
em;3;1690
ends;3;1691
English;3;1692
Ev'ryone's;3;1693
Everytime;3;1694
exactly;3;1695
fat;3;1696
fever;3;1697
Fifty;3;1698
fighting;3;1699
fire;3;1700
fix;3;1701
fixing;3;1702
flies;3;1703
flows;3;1704
foolin;3;1705
fooling;3;1706
fools;3;1707
foot;3;1708
fore;3;1709
forgot;3;1710
future;3;1711
gal;3;1712
gear;3;1713
gehen;3;1714
Giving;3;1715
goodness;3;1716
grey;3;1717
